Session,Date,O_RTH,H_RTH,L_RTH,C_RTH,HOD_Time,LOD_Time,Extreme_First,PUV_Points,PDV_Points,PUV_Percent,PDV_Percent,RTH_Range_Points,Calendar_Days_Since_Previous_Complete,ATR_Sequence_Reset,Previous_Complete_RTH_Close,TR_RTH,ATR14_Previous,ATR14_End,PUV_ATR,PDV_ATR,RTH_Volume,Bar_Count,Duplicate_Bars
256,2013-04-22,2221.75,2229.5,2211.25,2225.5,14:41:00,10:37:00,LOD_FIRST,7.75,10.5,0.34882413,0.47260043,18.25,3,0,2217.75,18.25,17.74600063,17.78200059,0.43671812,0.59168261,1276882,390,0
257,2013-04-23,2233.25,2243.25,2225.5,2242.25,12:26:00,13:11:00,HOD_FIRST,10,7.75,0.4477779,0.34702787,17.75,1,0,2225.5,17.75,17.78200059,17.77971483,0.56236642,0.43583397,1609575,390,0
258,2013-04-24,2242.5,2247,2239.25,2242.75,14:59:00,10:24:00,LOD_FIRST,4.5,3.25,0.2006689,0.14492754,7.75,1,0,2242.25,7.75,17.77971483,17.06330663,0.25309742,0.18279258,1064479,390,0
259,2013-04-25,2247.25,2256.75,2245,2249.5,14:09:00,09:49:00,LOD_FIRST,9.5,2.25,0.4227389,0.10012237,11.75,1,0,2242.75,14,17.06330663,16.84449901,0.55675024,0.1318619,1258892,390,0
260,2013-04-26,2247.25,2250,2241,2246.5,10:01:00,12:03:00,HOD_FIRST,2.75,6.25,0.12237179,0.2781177,9,1,0,2249.5,9,16.84449901,16.28417766,0.16325805,0.37104101,1019294,390,0
261,2013-04-29,2250.75,2260.75,2248,2257.25,14:13:00,09:41:00,LOD_FIRST,10,2.75,0.44429635,0.1221815,12.75,3,0,2246.5,14.25,16.28417766,16.13887925,0.61409303,0.16887558,985376,390,0
262,2013-04-30,2256.5,2261,2249.75,2260.75,15:51:00,10:04:00,LOD_FIRST,4.5,6.75,0.19942389,0.29913583,11.25,1,0,2257.25,11.25,16.13887925,15.78967359,0.27882977,0.41824466,1239362,390,0
263,2013-05-01,2257.25,2258,2244.5,2246.75,09:47:00,15:52:00,HOD_FIRST,0.75,12.75,0.03322627,0.56484661,13.5,1,0,2260.75,16.25,15.78967359,15.82255405,0.0474994,0.80748978,1203315,390,0
264,2013-05-02,2250.5,2262.75,2248.75,2261,13:36:00,09:31:00,LOD_FIRST,12.25,1.75,0.54432348,0.0777605,14,1,0,2246.75,16,15.82255405,15.83522876,0.77421129,0.11060161,1191213,390,0
265,2013-05-03,2275,2282.75,2274,2277.5,10:41:00,09:31:00,LOD_FIRST,7.75,1,0.34065934,0.04395604,8.75,1,0,2261,21.75,15.83522876,16.25771242,0.4894151,0.06315033,1413912,390,0
266,2013-05-06,2278.5,2283.75,2277.75,2281.75,13:58:00,09:53:00,LOD_FIRST,5.25,0.75,0.23041475,0.03291639,6,3,0,2277.5,6.25,16.25771242,15.54287582,0.32292366,0.04613195,793051,390,0
267,2013-05-07,2285,2290.25,2280.25,2289.75,15:00:00,10:21:00,LOD_FIRST,5.25,4.75,0.2297593,0.20787746,10,1,0,2281.75,10,15.54287582,15.14695612,0.33777533,0.30560625,1233226,390,0
268,2013-05-08,2288,2297.75,2287,2297.25,16:00:00,09:36:00,LOD_FIRST,9.75,1,0.42613636,0.04370629,10.75,1,0,2289.75,10.75,15.14695612,14.83288782,0.64369369,0.06601987,1297444,390,0
269,2013-05-09,2296.5,2300.75,2288.5,2292.75,13:46:00,15:02:00,HOD_FIRST,4.25,8,0.18506423,0.34835619,12.25,1,0,2297.25,12.25,14.83288782,14.64839584,0.28652546,0.53934204,1493137,390,0
270,2013-05-10,2293.75,2298.5,2288.75,2298.25,15:58:00,12:08:00,LOD_FIRST,4.75,5,0.20708447,0.21798365,9.75,1,0,2292.75,9.75,14.64839584,14.29851042,0.32426759,0.3413343,1289970,390,0
271,2013-05-13,2295.75,2301.75,2291.75,2299,12:23:00,09:56:00,LOD_FIRST,6,4,0.2613525,0.174235,10,3,0,2298.25,10,14.29851042,13.99147396,0.41962413,0.27974942,1034532,390,0
272,2013-05-14,2300.25,2317.25,2300,2316.25,15:50:00,09:31:00,LOD_FIRST,17,0.25,0.7390501,0.01086838,17.25,1,0,2299,18.25,13.99147396,14.29565439,1.21502567,0.01786802,1645351,390,0
273,2013-05-15,2313.5,2328.25,2312.75,2324.5,12:50:00,09:49:00,LOD_FIRST,14.75,0.75,0.63756214,0.03241841,15.5,1,0,2316.25,15.5,14.29565439,14.38167908,1.03178208,0.0524635,1777372,390,0
274,2013-05-16,2321.5,2327.25,2314.5,2316.75,11:17:00,15:50:00,HOD_FIRST,5.75,7,0.24768469,0.30152918,12.75,1,0,2324.5,12.75,14.38167908,14.26513057,0.39981423,0.48673037,1587619,390,0
275,2013-05-17,2323.25,2334.25,2321,2333.25,15:48:00,09:48:00,LOD_FIRST,11,2.25,0.47347466,0.09684709,13.25,1,0,2316.75,17.5,14.26513057,14.49619267,0.77111106,0.15772726,1574979,390,0
276,2013-05-20,2331.25,2339.25,2329.5,2332.75,12:04:00,14:04:00,HOD_FIRST,8,1.75,0.34316354,0.07506702,9.75,3,0,2333.25,9.75,14.49619267,14.15717891,0.55186904,0.12072135,1476619,390,0
277,2013-05-21,2334.25,2341.75,2328.5,2335.5,14:20:00,10:37:00,LOD_FIRST,7.5,5.75,0.32130235,0.2463318,13.25,1,0,2332.75,13.25,14.15717891,14.09238042,0.52976656,0.40615436,1412612,390,0
278,2013-05-22,2337,2354.25,2315,2322,10:30:00,15:33:00,HOD_FIRST,17.25,22,0.7381258,0.94137783,39.25,1,0,2335.5,39.25,14.09238042,15.88935325,1.22406574,1.56112731,2662754,390,0
279,2013-05-23,2305,2322.5,2302.75,2317.75,14:51:00,10:02:00,LOD_FIRST,17.5,2.25,0.75921909,0.09761388,19.75,1,0,2322,19.75,15.88935325,16.16511373,1.10136641,0.14160425,1944360,390,0
280,2013-05-24,2308,2316.75,2303,2316.25,16:00:00,10:06:00,LOD_FIRST,8.75,5,0.37911612,0.21663778,13.75,1,0,2317.75,14.75,16.16511373,16.06403418,0.54128911,0.30930806,1438225,390,0
281,2013-05-28,2334,2341.25,2321.25,2326.5,10:25:00,14:39:00,HOD_FIRST,7.25,12.75,0.31062554,0.54627249,20,4,0,2316.25,25,16.06403418,16.70231745,0.45131876,0.79369851,1593242,390,0
282,2013-05-29,2317.5,2321.25,2306.5,2315.75,14:16:00,11:10:00,LOD_FIRST,3.75,11,0.1618123,0.47464941,14.75,1,0,2326.5,20,16.70231745,16.9378662,0.22451974,0.65859124,1680061,390,0
283,2013-05-30,2316.5,2329.25,2315.25,2321.5,14:55:00,09:34:00,LOD_FIRST,12.75,1.25,0.55039931,0.05396072,14,1,0,2315.75,14,16.9378662,16.72801862,0.75275125,0.07379914,1349343,390,0
284,2013-05-31,2316.75,2326.5,2296.75,2297.5,11:18:00,16:00:00,HOD_FIRST,9.75,20,0.42084817,0.8632783,29.75,1,0,2321.5,29.75,16.72801862,17.65816014,0.58285444,1.19559886,1991561,390,0
285,2013-06-03,2301.25,2307.5,2289.25,2306.75,16:00:00,11:34:00,LOD_FIRST,6.25,12,0.27159153,0.52145573,18.25,3,0,2297.5,18.25,17.65816014,17.70043442,0.35394401,0.6795725,2040413,390,0
286,2013-06-04,2307.25,2314.25,2290,2298,10:33:00,14:13:00,HOD_FIRST,7,17.25,0.30339148,0.7476433,24.25,1,0,2306.75,24.25,17.70043442,18.16826053,0.39547052,0.97455235,1768797,390,0
287,2013-06-05,2293.75,2297.25,2274,2275.5,10:06:00,14:31:00,HOD_FIRST,3.5,19.75,0.15258856,0.86103542,23.25,1,0,2298,24,18.16826053,18.58481335,0.19264365,1.08706059,2171479,390,0
288,2013-06-06,2274.75,2290.25,2265,2289.75,16:00:00,12:28:00,LOD_FIRST,15.5,9.75,0.68139356,0.42861853,25.25,1,0,2275.5,25.25,18.58481335,19.06089811,0.83401429,0.5246219,2259721,390,0
289,2013-06-07,2301.5,2312.5,2294.25,2311,15:59:00,09:45:00,LOD_FIRST,11,7.25,0.47794916,0.31501195,18.25,1,0,2289.75,22.75,19.06089811,19.32440539,0.57709768,0.38035983,1688741,390,0
